Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"181701","1","","","2008-10-08 07:39:08","","36","5004","<p>Has anyone used Mono, the open source .NET implementation on a large or medium sized project? I'm wondering if it's ready for real world, production environments. Is it stable, fast, compatible, ... enough to use? Does it take a lot of effort to port projects to the Mono runtime, or is it really, really compatible enough to just take of and run already written code for Microsoft's runtime?</p>
","26053","John Smelty","4977","Cody Brocious","2008-10-08 07:48:06","2009-06-13 11:35:37","Should I use Mono on a real project?","<c#><mono><enterprise>","8","0","17","",""
"239746","1","239751","","2008-10-27 12:41:56","","6","5004","<p>What is the correct way to check if a value is a date/number in Delphi?</p>

<p>I know other languages have functions like isDate and  isNaN, but what is the Delphi equivalent? at the minute I have this</p>

<pre><code>function isNumeric(s1:string):boolean;
begin   
   // will throw exception if its not a number
  // there must be a better way to do this!!
  try
     StrTofloat(s1);
       result :=  TRUE ;
     except
       result := FALSE;
      end;
end;
</code></pre>

<p>But throwing exceptions cant be good, and it makes debugging hard as I keep seeing the exception dialogue every time the code is called.</p>
","2098","Re0sless","","","","2018-07-11 21:27:50","What is the correct way to check if a value is a date/number in Delphi","<delphi>","6","0","1","",""
"325126","1","325151","","2008-11-28 06:02:38","","8","5004","<p>I'm adding some functionality to my site so that users can upload their own profile pictures, so I was wondering about whether to store them in the database as a BLOB, or put them in the file system.</p>

<p>I found a question similar to this here: <a href=""https://stackoverflow.com/questions/3748/storing-images-in-db-yea-or-nay"">Storing images in DB: Yea or Nay</a>, but the answers given were geared more towards people expecting many many thousands or even millions of images, whereas I'm more concerned about small images (JPEGs up to maybe 150x150 pixels), and small numbers of them: perhaps up to one or two thousand.</p>

<p><strong>What are the feelings about DB BLOB vs Filesystem for this scenario?</strong> How do clients go with caching images from the DB vs from the filesystem?</p>

<p>If BLOBs stored in the DB are the way to go - is there anything I should know about <em>where</em> to store them? Since I imagine that a majority of my users won't be uploading a picture, should I create a <code>user_pics</code> table to (outer) join to the regular <code>users</code> table when needed?</p>

<hr>

<p>Edit: I'm reopening this question, because it's <em>not</em> a duplicate of those two you linked to. This question is specifically about the pros/cons of using a DB or FS for a SMALL number of images. As I said above, the other question is targeted towards people who need to store thousands upon thousands of large images.</p>
","9021","nickf","-1","nickf","2017-05-23 10:27:51","2019-09-27 05:24:00","Storing a small number of images: blob or fs?","<database><image><blob>","8","0","5","",""
"610603","1","611718","","2009-03-04 13:45:15","","0","5004","<p>I have a date value, which I'm told is 8 bytes, a single ""long"" (aka int64) value, and converted to hex:</p>

<pre><code>60f347d15798c901
</code></pre>

<p>How can I convert this and values like this, using PHP, into a time/date?  </p>

<p>Converting it to decimal gives me:
96 243 71 209 87 152 201 1</p>

<p>A little more info: the original value is a C# DateTime, and should represent a time/date about 2 or 3 weeks ago.</p>
","69986","lynn","69986","lynn","2009-03-04 14:07:33","2009-03-04 17:56:34","Help me translate long value, expressed in hex, back in to a date/time","<php><datetime><hex><long-integer>","5","0","","",""
"51680","1","51860","","2008-09-09 11:48:24","","5","5004","<p>Does anyone have a decent algorithm for calculating axis minima and maxima? </p>

<p>When creating a chart for a given set of data items, I'd like to be able to give the algorithm: </p>

<ul>
<li>the maximum (y) value in the set </li>
<li>the minimum (y) value in the set </li>
<li>the number of tick marks to appear on the axis </li>
<li>an optional value that <strong>must</strong> appear as a tick (e.g. zero when showing +ve and -ve values)</li>
</ul>

<p>The algorithm should return</p>

<ul>
<li>the largest axis value </li>
<li>the smallest axis value (although that could be inferred from the largest, the interval size and the number of ticks)</li>
<li>the interval size </li>
</ul>

<p>The ticks should be at a regular interval should be of a ""reasonable"" size (e.g. 1, 3, 5, possibly even 2.5, but not any more sig figs). </p>

<p>The presence of the optional value will skew this, but without that value the largest item should appear between the top two tick marks, the lowest value between the bottom two. </p>

<p>This is a language-agnostic question, but if there's a C#/.NET library around, that would be smashing ;) </p>
","2902","Unsliced","-1","","2008-09-09 21:13:47","2008-09-30 11:31:08","Graph (Chart) Algorithm","<algorithm><charts><graph>","3","1","3","",""
"245155","1","246251","","2008-10-28 22:42:27","","7","5004","<p>I have an MXML file, which references an external script file for all its event handlers:</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;mx:Application xmlns:mx=""http://www.adobe.com/2006/mxml"" layout=""absolute""&gt;
    &lt;mx:Script source=""LoginExample.as"" /&gt;
    &lt;mx:Button id=""btnGoodLogin"" click=""btnGoodLogin_onClick()""  label=""Good Login"" enabled=""true"" y=""28""/&gt;
    &lt;mx:Button id=""btnBadLogin"" click=""btnBadLogin_onClick()""  label=""Bad Login"" enabled=""true"" y=""28"" x=""112""/&gt;
    &lt;mx:Button id=""btnLogout"" click=""btnLogout_onClick()""  label=""Logout"" enabled=""true"" y=""28"" x=""219""/&gt;
    &lt;mx:Button id=""btnCheck"" click=""btnCheck_onClick()""  label=""Check"" enabled=""true"" y=""28"" x=""325""/&gt;
    &lt;mx:Text id=""txtResult""  y=""58"" width=""263""/&gt;
&lt;/mx:Application&gt;
</code></pre>

<p>The external file defines the handlers:</p>

<pre><code>// LoginExample.as
import flash.events.*;
import flash.net.*;
function btnGoodLogin_onClick():void
{
   // ...
}
function btnBadLogin_onClick():void
{
  // ...
}
// etc. for other handlers
</code></pre>

<p>Every single one of these handlers, plus every other function defined in the script, results in a warning message from the compiler:</p>

<blockquote>
  <p>1084: function 'btnBadLogin_onClick'
  will be scoped to the default
  namespace: LoginExample: internal.  It
  will not be visible outside of this
  package.  LoginExample/src    LoginExample.as line
  27    1225162212118   189</p>
</blockquote>

<p>What's the best way to get rid of these warnings?</p>
","4540","Eric","","","","2008-10-29 09:40:40","default namespace scope warning (1084) in Flex script file","<apache-flex><actionscript-3><mxml>","1","0","","",""
"346883","1","346900","","2008-12-06 22:13:27","","3","5005","<p>I've got an existing site I'm taking over, and right now it stores, in a session variable, the id of the currently logged in user (if logged in at all -- otherwise I'm sure it is empty string or null or something).</p>

<p>The client now wants, after someone is logged in, to ""keep"" them logged in on that computer for an indefinite amount of time.</p>

<p>ASP.net Sessions have a maximum idle time of 1 day, I believe.  The website isn't written all that well in the Flash portion (whole front end is flash) and the flash will process a login, then, as long as the flash isn't reloaded, assume that the user is still ""logged in"".</p>

<p>I think my solution is to ALSO store a client side cookie with some GUID value and hold in the database the associated user id...sort of like a session that never expires.  So, when the page is loaded, I can check my cookie, use that to select the userid out of the database, and if we find one, then set the session value that says user 23 is logged in.</p>

<p>Does anyone see any issues with this perspective?  Would you recommend something different?  I really don't want to refactor a bunch of the existing code, but just slip this in on top...</p>

<p>PS -- security is not really a concern.  The only reason they have people log in is so we can track orders by a person, but no money changes hands through this website.  There is also no personal information that a user can view or edit, either.</p>
","232","Matt Dawdy","","","","2009-03-06 16:39:13","ASP.Net session and cookies for keeping someone logged in","<asp.net><session><cookies>","5","0","","",""
"43466","1","43479","","2008-09-04 10:41:16","","2","5005","<p>I know 'best' is subjective, so according to you, what is the best solution for the following problem:</p>

<p>Given a string of length n (say ""abc""), generate all proper subsets of the string. So, for our example, the output would be {}, {a}, {b}, {c}, {ab}, {bc}, {ac}. {abc}.</p>

<p>What do you think?</p>
","380","Vaibhav","142162","Konrad Rudolph","2011-09-22 15:49:40","2014-01-23 06:11:42","What't the best solution for creating subsets of a set of characters?","<algorithm>","6","0","2","",""
"635993","1","636055","","2009-03-11 19:28:22","","4","5005","<p>What is a good Perl module (or good approach) that returns all the valid calendar dates between a start date and an end date?</p>

<p>For example, if I have 1/29/2009 as a start date and 2/3/2009 as an end date then I would like it to return an array of 1/30/2009, 1/31/2009, 2/1/2009, and 2/2/2009.  There must be a good Perl module that already does this and accounts for leap years, months, but I can't find it.</p>

<p>Thanks for your suggestions!</p>
","76836","NoahD","4727","Leon Timmermans","2009-03-11 19:45:24","2009-03-13 00:07:58","What is a good way to determine dates in a date range?","<perl><data-structures><datetime>","6","0","1","",""
"420945","1","421384","","2009-01-07 16:18:40","","9","5006","<p>I'm just coming up the learning curve for Java SE &amp; have no problem with the usual Java convention for package names, e.g. <code>com.example.library_name_here.package_name_here</code></p>

<p>Except.</p>

<p>I've been noticing a failure to abide by this in some fairly well-known packages.    </p>

<ul>
<li><a href=""http://jline.sourceforge.net/"" rel=""noreferrer"">JLine</a>: <code>jline.*</code></li>
<li><a href=""https://sourceforge.net/projects/jacob-project/"" rel=""noreferrer"">JACOB</a>: <code>com.jacob.*</code> (there is no jacob.com)</li>
<li><a href=""https://github.com/twall/jna/"" rel=""noreferrer"">JNA</a>: <code>com.sun.jna.*</code> (disclaimer on the site says NOTE: Sun is not sponsoring this project, even though the package name (com.sun.jna) might imply otherwise.)</li>
</ul>

<p>So I'm wondering, are there instances where the usual reverse-domain-name convention breaks down, and there are good ways to get around it? The only cases I can think of revolve around domain-name ownership issues (e.g. you change the project hosting/domain name, or there's already a well-known package that has ""squatter's rights"" to your domain, or your ownership of the domain runs out &amp; someone else snaps it up).</p>

<p>edit: if I use my company's domain name, and we are bought out or have a spin-off, what should we do with package names? keep them the same or rename? (I suppose renaming is bad from the point of view that compiled classes referring to the package then lose)</p>
","44330","Jason S","13531","mmyers","2009-01-07 16:30:32","2009-01-07 18:15:06","java package name convention failure","<java><naming-conventions>","6","1","","",""
"615678","1","1101633","","2009-03-05 17:02:23","","6","5006","<p>The Kindle has <em>lit</em> a personal interest in reading my various content on it, but generally I've been unsatisfied with the conversion tools available and the lack of cohesive documentation on the formats.  My question ...</p>

<p><strong>Do you know of any resources, tools, and/or projects for generating <code>AZW</code> files?</strong></p>

<p>I've come across a fair amount of information on <a href=""http://wiki.mobileread.com/wiki/PRC"" rel=""nofollow noreferrer""><code>PRC</code></a>/<a href=""http://wiki.mobileread.com/wiki/MOBI"" rel=""nofollow noreferrer""><code>MOBI</code></a> files (<a href=""http://www.mobipocket.com/dev/"" rel=""nofollow noreferrer"">Mobipocket</a>) and its source, <a href=""http://www.openebook.org/"" rel=""nofollow noreferrer"">Open eBook</a>, but there are certain navigational capabilities that I have not found how to duplicate.  Specifically when you're reading a Kindle-provided blog, you can skip entire posts by pressing right or left on the stick.</p>
","9642","Neil C. Obremski","1228","","2013-08-05 12:54:57","2013-08-05 12:54:57","Are there any tools or projects for generating AZW files?","<kindle>","6","0","6","",""
"24885","1","27667","","2008-08-24 06:47:47","","34","5006","<p>I read a lot about the possibilities of <a href=""http://aws.amazon.com/"" rel=""nofollow noreferrer"">Amazons Cloud</a> computing, like <a href=""http://aws.amazon.com/s3"" rel=""nofollow noreferrer"">S3</a> or <a href=""http://aws.amazon.com/ec2"" rel=""nofollow noreferrer"">EC2</a> and I wondered if someone actually uses this for mission-critical applications. Do you host your company website in the cloud? Do you store files there? Do you run your build servers in the cloud?</p>

<p>There are already some services like <a href=""https://www.scalr.net/"" rel=""nofollow noreferrer"">Scalr</a> or <a href=""http://weoceo.weogeo.com/"" rel=""nofollow noreferrer"">WeoCeo</a> that could help you with this task, but I don't know if management is already at the point where this is a real issue...</p>

<hr/>

<p><strong>edit</strong> I'd like to add another point: Do you think, there are <em>hidden</em> issues in the AWS licenses that would keep you (and/or your company) from outsourcing applications or even parts of applications into the cloud?</p>

<p><strong>edit</strong> Do you know about some statistics comparing the overall outage times of S3 or EC2 and your own or 3rd party hosting services?</p>
","834","cringe","352841","Stu Thompson","2012-05-02 22:22:58","2012-05-02 22:22:58","Do you use Amazons Cloud services for your company?","<amazon-s3><amazon-ec2><cloud>","8","2","18","2012-10-10 11:08:19","2008-09-02 06:41:39"
"283931","1","284303","","2008-11-12 13:33:41","","1","5006","<p>Could somebody please explain to me what happens here?<br>
I am creating a binding in code.  </p>

<p>The target object is a UserControl<br>
The target property is a boolean DependencyProperty<br>
The source object is a FrameworkElement and implements INotifyPropertyChanged<br>
The source property is of type ObservableCollection  </p>

<p>What happens:</p>

<ul>
<li><p>The binding is created in code, the result BindingExpressionBase looks fine, the mode is OneWay, the target value gets set correctly (at this time)</p>

<p>Binding b = new Binding();<br>
b.Path = ""SourceProperty"";<br>
b.Source = SourceObject;<br>
BindingExpressionBase e = this.SetBinding(TargetProperty, b);  </p></li>
<li><p>The source property then gets changed as a result of another databinding. The UserControl tries to fire the PropertyChanged event.</p></li>
<li><p>....but nobody is listening. PropertyChanged is null.</p></li>
</ul>

<p>I am sure that nothing else is assigned to the target property, so it should still be bound. Why is the binding not listening for the PropertyChanged event?</p>
","6601","Jaroslav Kl&#237;ma","","","","2013-06-12 16:16:55","Silverlight - Data binding not listening for PropertyChanged event","<silverlight><data-binding>","2","0","1","",""
"449650","1","449674","","2009-01-16 06:13:26","","3","5007","<p>I was reading about DoS attacks on Apache servers but the ""Brute Force"" word pops up sometimes I know DoS attacks but ""Brute Force"" seems to be similar, is there a difference or it is just another word of DoS?</p>
","55750","Sulaiman","2246344","Jeremy Ruten","2014-08-17 20:41:25","2014-08-17 20:41:25","What is the difference between DoS and Brute Force attacks?","<apache><security>","5","0","4","",""
"37971209","1","37971210","","2016-05-23 13:14:35","","6","5007","<p>I am using a BitBucket private repo for hosted source-control. I would like to use the issue tracker to manage and assign issues amoungst the team. </p>

<p>With JIRA, the names of branches and issues are linked. </p>

<p>For example, <code>ISSUE-123</code> would automatically recognise branch <code>bugfix/ISSUE-123</code> as related, and display it in GUI. </p>

<p>Does the built-in issue tracker for BitBucket support this functionality? If so, how should I name my branches so that they are linked? </p>
","1256041","sdgfsdh","","","","2016-11-15 15:29:52","How can I link branches with issues in BitBucket?","<git><issue-tracking><bitbucket>","2","1","","",""
"372907","1","372924","","2008-12-16 21:56:23","","4","5007","<p>How do I maintain the scroll position of the parent page when I open new window using window.open()?  The parent page returns to the top of the page.</p>

<p>Here is my current code:</p>

<pre><code>&lt;a href=""#"" onclick=""javascript: window.open('myPage.aspx');""&gt;
   Open New Window
&lt;/a&gt;
</code></pre>
","26327","Michael Kniskern","","","","2009-07-01 06:55:38","Maintain scroll position in Javascript window.open()","<javascript>","4","0","","",""
"371112","1","398242","","2008-12-16 12:10:56","","1","5008","<p>Using the CRM views, is there a way to retrieve a list of all of the activities linked to a specific account?</p>

<p>I want it to retrieve not only those associated with the account directly, but also those associated with the account's contacts, cases, etc. I am trying to replicate the list generated when you click the Activities option from within an account.</p>

<p>So far I have retrieved the contacts for the account and their activities. I also noticed that CRM doesn't seem to always return what I expect. Sometimes activities related to contacts of the account are not displayed. Other times, emails / appointments that are logically related to the account but have nothing in their regardingobjectid field are shown.</p>

<p>I am hoping this doesn't mean creating the mother of all joins or querying each activity type separately. Particularly because I need all of the related case activities, opportunity activities, etc.</p>
","44938","Baffled by ASP.NET","73785","Baffled by ASP.NET","2011-05-04 14:15:43","2013-05-23 19:48:35","How can I retrieve a full list of account activities with the Dynamics CRM Views?","<dynamics-crm>","3","0","","",""
"218463","1","218595","","2008-10-20 13:39:42","","1","5008","<p>Does anyone know how to set the code text editor font style to italics in Visual Studio 2005 or 2008? Note, I'm talking about the code editor not in code itself. </p>
","28305","CraigN","2648239","","2014-02-10 19:20:08","2015-01-01 21:00:02","Ability to set the font to italics in Visual Studio","<visual-studio><visual-studio-2008>","3","1","","",""
"209751","1","210487","","2008-10-16 18:41:15","","60","5008","<p>It seems that there has been a recent rising interest in STM (software transactional memory) frameworks and language extensions.  <a href=""http://clojure.org"" rel=""noreferrer"">Clojure</a> in particular has an excellent implementation which uses <a href=""http://en.wikipedia.org/wiki/Multiversion_concurrency_control"" rel=""noreferrer"">MVCC (multi-version concurrency control)</a> rather than a rolling commit log.  GHC Haskell also has <a href=""http://research.microsoft.com/%7Esimonpj/papers/stm/beautiful.pdf"" rel=""noreferrer"">an extremely elegant STM monad</a> which also allows transaction composition.  Finally, so as to toot my own horn just a bit, I've recently implemented an <a href=""http://www.codecommit.com/blog/scala/software-transactional-memory-in-scala"" rel=""noreferrer"">STM framework for Scala</a> which statically enforces reference restrictions.</p>

<p>All of these are interesting experiments, but they seem to be confined to that sphere alone (experimentation).  So my question is: have any of you seen or used STM in the real world?  If so, why?  What sort of benefits did it bring?  What about performance?  (there seems to be a great deal of conflicting information on this point)  Would you use STM again or would you prefer to use some other concurrency abstraction like actors?</p>
","9815","Daniel Spiewak","329063","Daniel Spiewak","2019-08-03 18:42:58","2019-08-25 15:23:21","Any Real-World Experience Using Software Transactional Memory?","<scala><haskell><clojure><language-agnostic><stm>","6","4","29","2015-06-29 05:10:36",""
"322766","1","322905","","2008-11-27 02:04:28","","6","5009","<p>When communicating to a SQL Server database using one of the typical systems, ODBC, OLEDB or ADO.NET, is the underlying basic protocol the same?  Are all the differences between these systems basically just client side issues?</p>

<p>Is this all just different flavors of TDS (Tabular Data Stream) transfer?</p>

<p><a href=""http://msdn.microsoft.com/en-us/library/cc448435.aspx"" rel=""nofollow noreferrer"">[MS-TDS]: Tabular Data Stream Protocol Specification</a></p>

<p>Or there actual different ways to talk to the database server and there are fundamental difference between these protocols?</p>
","2862","John Dyer","2862","John Dyer","2008-12-01 18:00:09","2008-12-01 18:00:09","Is there a difference in the underlying protocol for ODBC, OLEDB & ADO.NET","<sql-server><ado.net><odbc><oledb><protocols>","1","0","4","",""
"122752","1","122922","","2008-09-23 18:17:20","","23","5009","<p>I've seen <a href=""https://stackoverflow.com/questions/55622/best-tools-for-working-with-docbook-xml-documents"">Best tools for working with DocBook XML documents</a>, but my question is slightly different.  Which is the currently recommended formatting toolchain - as opposed to editing tool - for XML DocBook?</p>

<p>In Eric Raymond's <a href=""https://rads.stackoverflow.com/amzn/click/com/0131429019"" rel=""nofollow noreferrer"" rel=""nofollow noreferrer"">'The Art of Unix Programming'</a> from 2003 (an excellent book!), the suggestion is XML-FO (XML Formatting Objects), but I've since seen suggestions here that indicated that XML-FO is no longer under development (though I can no longer find that question on StackOverflow, so maybe it was erroneous).</p>

<p>Assume I'm primarily interested in Unix/Linux (including MacOS X), but I wouldn't automatically ignore Windows-only solutions.</p>

<p>Is <a href=""http://xmlgraphics.apache.org/fop/"" rel=""nofollow noreferrer"">Apache's FOP</a> the best way to go?  Are there any alternatives?</p>
","15168","Jonathan Leffler","-1","","2017-05-23 10:29:35","2014-03-30 14:16:17","What is the recommended toolchain for formatting XML DocBook?","<xml><apache><pdf><apache-fop><docbook>","13","2","21","2017-01-13 13:31:45",""
"402160","1","404731","","2008-12-31 02:36:59","","6","5010","<p>My webservice provider give me a large WSDL file, but we are going to use only a few function inside.</p>

<p>I believe that the large WSDL have negative impact to the application performance.</p>

<p>We use the webservice in client appliction, <strong>startup time</strong> and <strong>memory usage</strong> are issues.
Large WSDL means that jax-ws will takes longer to do binding and will takes more memory for the stub class.</p>

<p>Is is possible that we trim WSDL file to a lightweight version? Are there any tool for this purpose?</p>

<p>I do not think my webservice provider will generate another WSDL for us. We may have to <strong>do it auto in the build script</strong>.</p>
","40214","Dennis","40214","Dennis","2009-01-01 08:24:48","2015-09-07 14:03:55","Working with large wsdl, can we trim it?","<java><web-services><wsdl><jax-ws>","7","2","0","",""
"595547","1","595683","","2009-02-27 16:42:50","","4","5010","<p>Let me start by saying, I'm no expert in windows file permissions, so maybe there is something very basic I am missing here.</p>

<p>I have a Asp.net FileUploader control.  I have a folder on the same machine as the Asp.net application I would like files to be uploaded to.</p>

<p>I want to be able to tell the FileUploader to put the files in </p>

<pre><code>\\thisMachineName\UploadFolder\
</code></pre>

<p>but I always get an exception stating that access to that path is denied.</p>

<p>If I change the directory to be</p>

<pre><code>c:\UploadFolder\
</code></pre>

<p>it works fine.  Also, I can put the above UNC into windows explorer and it does in fact map to the directory.</p>

<p>Any ideas or thoughts?</p>

<p>--Update Note: This is a Windows 2000 server box, and the folder has ""Everyone"" granted all of the possible allow permissions.</p>
","21367","spilliton","21367","spilliton","2009-02-27 17:05:49","2016-11-21 09:27:18","Asp.net FileUploader doesn't work when using UNC file path","<asp.net><permissions><file-upload><path>","3","0","3","",""
"403393","1","403403","","2008-12-31 16:34:25","","3","5010","<p>There have been several questions recently about database indexing and clustered indexing and it has been kind of new to me until the last couple weeks. I was wondering how important it is and what kind of performance gains can be expected from creating them.</p>

<p><strong>Edit:</strong> What is usually the best type of fields to look at when putting in a clustered index when you are first starting out?</p>
","2486","jmein","9314","jmein","2009-10-15 08:22:00","2009-10-15 08:22:00","How important is indexing and clustered indexing to database performance?","<indexing><clustered-index>","7","0","","",""
