Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"664807","1","674388","","2009-03-20 02:35:49","","5","5505","<p>I have a rails app I'm trying to set up with sortable lists using the acts_as_list plugin.  The position field in the db is getting updated, but when the page is rendered, the order is not considered.  I'm looking for some help, I guess.  </p>

<p>Here are my models...</p>

<pre><code>class QuestionMembership &lt; ActiveRecord::Base
  belongs_to :form
  belongs_to :question
  acts_as_list
end

class Form &lt; ActiveRecord::Base
  has_many :question_memberships
  has_many :questions, :through =&gt; :question_memberships
end

class Question &lt; ActiveRecord::Base
  has_many :question_memberships
  has_many :forms, :through =&gt; :question_memberships
  acts_as_list
end
</code></pre>

<p>And the sloppy view code that gives me the list...</p>

<pre><code>&lt;% @form.question_memberships.each do |qm| %&gt;
  &lt;% q_id = ""question_#{qm.id}"" %&gt;
  &lt;li class=""question"" id=&lt;%= q_id %&gt; &gt;
    &lt;div style=""color: #999; font-size: 8pt""&gt;
      &lt;%=h qm.question.content %&gt;
    &lt;/div&gt;
  &lt;/li&gt;
  &lt;%= draggable_element(q_id, :revert=&gt;true) %&gt;
&lt;% end %&gt;
</code></pre>

<p>The drag and drop works for the reordering.  The position value updates in the DB for the QuestionMembership objects and the page actually shows the reorder correctly.  The problem is that on a page reload, it defaults back to whatever order it feels like.  I think it defaults to the question id for the order instead of the question_membership position, but I'm not sure.</p>

<p>Any ideas on how I can make it actually order on the initial render by the position field of the QuestionMembership?</p>
","78134","CJ","","","","2012-11-29 21:17:14","Using acts_as_list with has_many :through in rails","<ruby-on-rails><ruby><ajax>","4","0","5","",""
"506807","1","506862","","2009-02-03 11:50:31","","18","5505","<h2>Problem</h2>

<p>I need to create 32 Bit numbers (signed or unsigned doesn't matter, the highest bit will never be set anyway) and each number must have a given number of Bits set.</p>

<h2>Naive Solution</h2>

<p>The easiest solution is of course to start with the number of zero. Within a loop the number is now increased by one, the number of Bits is counted, if the count has the desired value, the number is stored to a list, if not the loop just repeats. The loop is stopped if enough numbers have been found. Of course this works just fine, but it's awfully slow once the number of desired Bits gets very high.</p>

<h2>A Better Solution</h2>

<p>The simplest number having (let's say) 5 Bits set is the number where the first 5 Bit are set. This number can be easily created. Within a loop the first bit is set and the number is shifted to the left by one. This loop runs 5 times and I found the first number with 5 Bits set. The next couple of numbers are easy to create as well. We now pretend the number to be 6 Bit wide and the highest one is not set. Now we start shifting the first zero bit to the right, so we get 101111, 110111, 111011, 111101, 111110. We could repeat this by adding another 0 to front and repeating this process. 0111110, 1011110, 1101110, etc. However that way numbers will grow much faster than necessary, as using this simple approach we leave out numbers like 1010111.</p>

<p>So is there a better way to create all possible permutations, a generic approach, that can be used, regardless how many bits the next number will have and regardless how many set bits we need set?</p>
","15809","Mecki","49246","starblue","2009-02-03 12:19:07","2017-05-02 00:18:45","Creating multiple numbers with certain number of bits set","<algorithm><binary><permutation><combinations>","4","2","9","",""
"381492","1","382081","","2008-12-19 16:46:41","","3","5505","<p>I'm using a WPF WebBrowser control to preview HTML typed by the user.</p>

<p>example...</p>

<p><a href=""http://img411.imageshack.us/img411/2296/appbz9.jpg"" rel=""nofollow noreferrer"">WPF TextBox and WebBrowser controls http://img411.imageshack.us/img411/2296/appbz9.jpg</a></p>

<p>But, how do I made the WebBrowser control read-only?  I don't want the user to be clicking links in there and navigating away from the preview page.</p>

<p>I want my users to create links. I just want to make sure the ""preview"" pane is a preview of the correct page.</p>
","83","Zack","83","Zack","2008-12-19 19:37:46","2012-07-08 19:59:46","How can I make a WPF WebBrowser read-only?","<.net><wpf>","5","0","","",""
"432610","1","","","2009-01-11 08:55:38","","2","5506","<p>Is there something I need to do to get System.Net working with Microsoft Visual C# 2008 Express Edition? I can't seem to get any web type controls or classes to work at all.. the below WebClient example always throws the exception ""<strong>Unable to connect to the remote server</strong>"".. and consequently I can't get the WebBrowser control to load a page either.</p>

<p>Here is the code (Edited):</p>

<pre><code>using System;
using System.Text;
using System.Windows.Forms;
using System.IO;
using System.Net;

namespace WindowsFormsApplication1
{
    public partial class Form1 : Form
    {
        public Form1()
        {
            InitializeComponent();

            using (WebClient client = new WebClient()) {
                string s = client.DownloadString(""http://www.google.com"");
                this.textBox1.Text = s;
            }
        }
    }
}
</code></pre>

<p>This is in a simple form with only a textbox control (with multiline set to true) in it. The exception gets thrown on the <code>DownloadString(...)</code> line.  I also tried using <code>WebRequest</code>.. same exception!</p>

<p>EDIT:</p>

<p>I am connected to a Linksys WRT54G Router that connects directly to my cable modem. I am not behind a proxy server, although I did run <code>proxycfg -u</code> and I got:</p>

<pre><code>Updated proxy settings
Current WinHTTP proxy settings under:
  HKEY_LOCAL_MACHINE\
    SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Connections\
      WinHttpSettings :

 Direct access (no proxy server).
</code></pre>

<p>I am using Windows XP and not running any kind of firewall. Only AVG at the moment. I'm pretty sure I shouldn't have to forward any ports or anything, but I did try forwarding port 80 to my workstation on my router. Didn't help.</p>
","48923","Alpants","2573061","Alpants","2017-08-30 12:39:53","2017-08-30 12:39:53","System.Net's Webclient in C# won't connect to server","<c#><exception><webclient><system.net>","2","0","1","",""
"267124","1","281631","","2008-11-05 23:22:35","","5","5507","<p>I'm working on an ASP.Net application and working to add some Ajax to it to speed up certain areas. The first area that I am concentrating is the attendance area for the teachers to report attendance (and some other data) about the kids. This needs to be fast.</p>

<p>I've created a dual-control set up where the user clicks on the icon and via Javascript and Jquery I pop up the second control. Then I use a __doPostBack() to refresh the pop up control to load all of the relevant data.</p>

<p>Here's a little video snippet to show how it works: <a href=""http://www.screencast.com/users/cyberjared/folders/Jing/media/32ef7c22-fe82-4b60-a74a-9a37ab625f1f"" rel=""nofollow noreferrer"">http://www.screencast.com/users/cyberjared/folders/Jing/media/32ef7c22-fe82-4b60-a74a-9a37ab625f1f</a> (:21 and ignore the audio background).</p>

<p>It's slower than I would like at 2-3 seconds in Firefox and Chrome for each ""popping up"", but it's entirely unworkable in IE, taking easily 7-8 seconds for each time it pops up and loads. And that disregards any time that is needed to save the data after it's been changed.</p>

<p>Here's the javascript that handles the pop-up:</p>

<pre><code>function showAttendMenu(callingControl, guid) {
var myPnl = $get('"" + this.MyPnl.ClientID + @""')
if(myPnl) {
    var displayIDFld = $get('"" + this.AttendanceFld.ClientID + @""');
    var myStyle = myPnl.style;
    if(myStyle.display == 'block' &amp;&amp; (guid== '' || guid == displayIDFld.value)) {
        myStyle.display = 'none';
    } else {
        // Get a reference to the PageRequestManager.
        var prm = Sys.WebForms.PageRequestManager.getInstance();

        // Unblock the form when a partial postback ends.
        prm.add_endRequest(function() {
            $('#"" + this.MyPnl.ClientID + @""').unblock({ fadeOut: 0});
        });

        var domEl = Sys.UI.DomElement;
        //Move it into position
        var loc = domEl.getLocation(callingControl);
        var width = domEl.getBounds(callingControl).width;
        domEl.setLocation(myPnl, loc.x + width, loc.y - 200);

        //Show it and block it until we finish loading the data
        myStyle.display = 'block';
        $('#"" + this.MyPnl.ClientID + @""').block({ message: null, overlayCSS: { backgroundColor:'#fff', opacity: '0.7'} }); 

        //Load the data
        if(guid != '') { displayIDFld.value = guid; } 
        __doPostBack('"" + UpdatePanel1.ClientID + @""','');
    }
}}
</code></pre>

<p>First, I don't understand why the __doPostBack() introduces such a delay in IE. If I take that and the prm.add_endRequest out, it's VERY speedy as no postback is happening.</p>

<p>Second, I need a way to pop up this control and refresh the data so that it is still interactive. I'm not married to an UpdatePanel, but I haven't been able to figure out how to do it with a Web Service/static page method. As you can see this control is loaded many times on the same page so page size and download speed is an issue.</p>

<p>I'd appreciate any ideas?</p>

<p>Edit: It's the same in IE 6 or 7. I'm thinking it has to do with IE's handling of the UpdatePanel, because the same code is much faster in FF and Chrome.</p>
","3442","Jared","58856","Jared","2011-12-09 01:49:19","2011-12-09 01:49:19","UpdatePanel Slowness in IE","<c#><jquery><asp.net><performance><updatepanel>","7","0","5","",""
"336682","1","","","2008-12-03 09:54:11","","1","5507","<p>Can I use LoadLibrary method for to import a data of type struct??
excuse me for my English. 
thanks.</p>
","42746","Gianfranco","50776","Evan Teran","2012-03-14 16:09:14","2012-03-14 16:09:14","to use a library dll with LoadLibrary() method on C++","<c++><winapi>","5","0","","",""
"478338","1","478465","","2009-01-25 21:29:57","","0","5507","<p>Is it possible to open a .mdf database file created in Visual Studio with some external SQL server IDE like Quest Toad for SQL server? Databases created in Visual Studio are rather similar to simple Access databases in that they're a single file. </p>

<p>It appears external IDE's like Toad can't see the .mdf being served by my localhost's SQL server instance under MYMACHINE\SQLEXPRESS - I assume because these files are only served within Visual Studio with the .Net framework provider for SQL server, so my local sql server instance doesn't serve these files. Is that the case? Is there some way to access these databases locally outside of Visual Studio?</p>

<p>Thanks in advance!</p>
","26180","Cory House","26180","Cory House","2009-01-25 21:35:56","2009-01-25 22:51:10","How do I open a local SQL server database file outside of Visual Studio?","<sql-server><database><visual-studio><visual-studio-2008><database-connection>","3","0","","",""
"278290","1","278315","","2008-11-10 16:11:21","","5","5508","<p>Is there some elegant way to add an empty option to a DropDownList bound with a LinqDataSource?</p>
","12111","cruster","12111","cruster","2008-11-10 16:17:26","2013-01-22 10:14:11","DropDownList with LinqDataSource and an empty option","<asp.net><linq><drop-down-menu>","4","0","1","",""
"614257","1","614590","","2009-03-05 10:29:45","","7","5508","<p>My program has a component - dubbed the Scheduler - that lets other components register points in time at which they want to be called back. This should work much like the Unix cron service, i. e. you tell the Scheduler ""notify me at ten minutes past every full hour"".</p>

<p>I realize there are no real callbacks in Java.</p>

<p>Here's my approach, is there a library which already does this stuff? Feel free to suggest improvements, too.</p>

<p>Register call to Scheduler passes:</p>

<ul>
<li>a time specification containing hour, minute, second, year month, dom, dow, where each item may be unspecified, meaning ""execute it every hour / minute etc."" (just like crontabs)</li>
<li>an object containing data that will tell the calling object what to do when it is notified by the Scheduler. The Scheduler does not process this data, just stores it and passes it back upon notification.</li>
<li>a reference to the calling object</li>
</ul>

<p>Upon startup, or after a new registration request, the Scheduler starts with a Calendar object of the current system time and checks if there are any entries in the database that match this point in time. If there are, they are executed and the process starts over. If there aren't, the time in the Calendar object is incremented by one second and the entreis are rechecked. This repeats until there is one entry or more that match(es). (Discrete Event Simulation)</p>

<p>The Scheduler will then remember that timestamp, sleep and wake every second to check if it is already there. If it happens to wake up and the time has already passed, it starts over, likewise if the time has come and the jobs have been executed.</p>

<hr>

<p><strong>Edit</strong>: Thanks for pointing me to Quartz. I'm looking for something much smaller, however.</p>
","2077","Hanno Fietz","16853","oxbow_lakes","2009-03-05 11:44:42","2010-04-07 06:48:54","Java library class to handle scheduled execution of ""callbacks""?","<java><design-patterns><cron><scheduling><scheduled-tasks>","8","0","3","",""
"204742","1","204857","","2008-10-15 13:41:30","","7","5508","<p>Right now I'm working on a web application that receives a significant amount of data from a database that has a potential to return null results. When going through the cyclomatic complexity for the application a number of functions are weighing in between 10 - 30. For the most part the majority of the functions with the high numbers have a lot of lines similar to the following:</p>

<pre><code>If Not oraData.IsDBNull(4) Then row(""Field"") = oraData.GetString(4)
</code></pre>

<p>Which leads me to my question, what is the best way to go about trying to bring these numbers down? Right now I'm looking at having the majority of the functions below 10. </p>
","1185","Rob","","","","2008-11-11 13:04:22","What is the best way to reduce cyclomatic complexity when validating data?","<code-metrics><cyclomatic-complexity><data-processing>","5","0","1","2017-01-21 22:30:23",""
"247550","1","","","2008-10-29 16:49:37","","2","5508","<p>I have a blank test app created in VS 2005 as ASP.NET application. <a href=""http://msdn.microsoft.com/en-us/library/ms998351.aspx"" rel=""nofollow noreferrer"">MSDN says</a> that </p>

<blockquote>
  <p>By default, ASP.NET does not use impersonation, and your code runs using the ASP.NET application's process identity.</p>
</blockquote>

<p>And I have the following web.config</p>

<pre><code>&lt;configuration&gt;

    &lt;appSettings/&gt;
    &lt;connectionStrings/&gt;

    &lt;system.web&gt;
        &lt;!-- 
            Set compilation debug=""true"" to insert debugging 
            symbols into the compiled page. Because this 
            affects performance, set this value to true only 
            during development.
        --&gt;
        &lt;compilation debug=""true"" defaultLanguage=""c#"" /&gt;
        &lt;!--
            The &lt;authentication&gt; section enables configuration 
            of the security authentication mode used by 
            ASP.NET to identify an incoming user. 
        --&gt;
        &lt;authentication mode=""Windows""/&gt;
        &lt;identity impersonate=""false""/&gt;
        &lt;!--
            The &lt;customErrors&gt; section enables configuration 
            of what to do if/when an unhandled error occurs 
            during the execution of a request. Specifically, 
            it enables developers to configure html error pages 
            to be displayed in place of a error stack trace.

        &lt;customErrors mode=""RemoteOnly"" defaultRedirect=""GenericErrorPage.htm""&gt;
            &lt;error statusCode=""403"" redirect=""NoAccess.htm"" /&gt;
            &lt;error statusCode=""404"" redirect=""FileNotFound.htm"" /&gt;
        &lt;/customErrors&gt;
        --&gt;
    &lt;/system.web&gt;
&lt;/configuration&gt;
</code></pre>

<p>So it seem impersonation is disabled just like <a href=""http://msdn.microsoft.com/en-us/library/ms998351.aspx"" rel=""nofollow noreferrer"">the article</a> is suggesting.</p>

<p>My aspx is blank default and the codebehind is</p>

<pre><code>namespace TestWebapp
{
    public partial class _Default : System.Web.UI.Page
    {
        protected void Page_Load(object sender, EventArgs e)
        {
            System.Diagnostics.Debug.WriteLine(String.Format(""Before1: Current Princupal = {0}"", Thread.CurrentPrincipal.Identity.Name));
            WindowsImpersonationContext ctx = WindowsIdentity.Impersonate(IntPtr.Zero);
            try
            {
                int a = 0;
                System.Diagnostics.Debug.WriteLine(String.Format(""After: Current Princupal = {0}"", Thread.CurrentPrincipal.Identity.Name));
            } finally
            {
                ctx.Undo();
            }

        }
    }
}
</code></pre>

<p>When I reload the page I get the following debug output:</p>

<blockquote>
  <p>[5288] Before1: Current Princupal =
  DOMAIN\User
  [5288] After: Current Princupal =
  DOMAIN\User</p>
</blockquote>

<p>Output is the same with</p>

<pre><code>&lt;identity impersonate=""false""/&gt;
</code></pre>

<p>The web site uses Default Application Pool and the pool is set up to use NETWORK SERVICE account for its worker processes.
I'm sure the application uses the web.config it should use and the w3p.exe worker process is running under NETWORK SERVICE.</p>

<p>What can be wrong in this case?</p>

<p>Thanks!</p>

<p>@Edit: Rob, thanks for the tip! 
The $user shortcut shows me that everything is happening as I expect: with impersonation on I have the process running user NT AUTHORITY\NETWORK SERVICE    and the thread has DOMAIN\User before WindowsIdentity.Impersonate(IntPtr.Zero) and ""No Token. Thread not impersonating."" after.
But Thread.CurrentPrincipal.Identity.Name and HttpContext.Current.User.Identity.Name still give me DOMAIN\User in both places.</p>

<p>@Edit: I've found out that to get Thread.CurrentPrincipal and HttpContext.Current.User changed I have to manually do it:</p>

<pre><code>Thread.CurrentPrincipal = new WindowsPrincipal(WindowsIdentity.GetCurrent());
HttpContext.Current.User = Thread.CurrentPrincipal;
</code></pre>

<p>I'm not sure what's the point here, but anyway. I now have a problem with sharepoint shared services manage user profile permission but that's another question.</p>
","578","Aleksey Kudryavtsev","578","Aleksey Kudryavtsev","2008-10-30 13:46:04","2019-07-03 11:41:42","ASP.NET aspx page code runs impersonated though impersonation is disabled","<asp.net><authentication><impersonation>","3","0","","",""
"23687705","1","23687706","","2014-05-15 13:56:38","","8","5509","<p>I was looking up alternative to cookies and I've read about HTML5 web storage <a href=""http://dev.w3.org/html5/webstorage/"" rel=""noreferrer"">here</a>, and I've read a simpler explanation <a href=""http://www.w3schools.com/html/html5_webstorage.asp"" rel=""noreferrer"">here</a> but I still don't get how it works fully. Can someone offer a slightly non-techinical explanation so that I can then understand the technical bits. It says about browsers having to store key value pairs but where and how is it stored and why is it inaccessible to other sites? Why isn't it considered just an other form of cookies? </p>

<ol>
<li><p>I'm looking for a thorough and complete alternative to cookies; as in if my organisation wants to replace all it's websites from using cookies to say an alternative for say web-storage then can we easily say 'Yes' to that requirement? Let's assume only the latest browsers are used.</p></li>
<li><p>How and in what ways does web-storage enhance security when
    compared to cookies? Does it have potential to compromise security
    in other ways? Is there someone with any real life experiences who
    can share the pros and cons?</p></li>
</ol>
","3627023","dozer","1419007","","2014-06-19 15:19:12","2014-08-18 08:06:01","Does HTML5 web storage (localStorage) offer a security advantage over cookies?","<cookies><local-storage><session-storage>","2","0","1","",""
"43533","1","43586","","2008-09-04 11:38:47","","2","5509","<p>I'm trying to the the flv Flash player <a href=""http://www.jeroenwijering.com/?item=JW_FLV_Player"" rel=""nofollow noreferrer"">from here</a> in a windows forms application. I currently have it playing 1 .flv file with no problems but I really need to be able to play multiple files. Has anyone had experienace of using the playlists that this control offers or is there a better way to do this?</p>
","4500","matt","426","boost","2008-11-27 13:32:00","2012-03-05 04:59:38","Embedding flv (flash) player in windows forms","<c#><winforms><flash><flv><embedded-flashplayer>","4","0","3","",""
"223611","1","223661","","2008-10-21 21:41:57","","8","5509","<p>When I try to create a new RegionInfo with certain ISO 3166 country codes (""BD"" for Bangladesh, ""SO"" for Somalia, ""LK"" for Sri Lanka), I get an ArgumentException that says it's not recognized.</p>

<p>What's the deal? The Intellisense of RegionInfo(string) says it conforms to ISO 3166, but these country/region codes are not supported? </p>

<p>I don't get it.</p>
","11574","Chris","","","","2018-11-13 15:47:55",".NET RegionInfo class","<c#><.net><globalization><regioninfo>","2","0","4","",""
"587555","1","794532","","2009-02-25 19:52:09","","25","5509","<p>I am giving ReSharper for C# a whirl. I have found that I prefer Visual Studio's simpler ""Find All References"" over ReSharper's more detailed ""Find All Usages"". ""Find All References"" finds everything I need 95+% of the time. Does anyone know of a way to turn off ""Find All Usages"" and revert back the VS's implementation?</p>
","3443","Swim","3443","Swim","2009-02-25 20:03:23","2014-12-10 14:03:03","How to turn off ReSharper's ""Find All Usages""","<resharper>","5","0","1","",""
"450618","1","450660","","2009-01-16 14:53:59","","4","5510","<p>I am working on an old database I inherited from my predecessors. </p>

<p>In it, some float fields contains NaN where there should be a null.</p>

<p>The following SQL doesn't work because it doesn't recognize NaN.</p>

<pre><code>UPDATE xxx SET column= null WHERE column=NaN
</code></pre>

<p>How can I do this?</p>
","1090","Joda","44390","Simucal","2012-06-06 15:59:01","2012-06-06 15:59:01","NaN Values in a float field in MSSQL Database","<sql-server><tsql><floating-point><nan>","1","0","2","",""
"546621","1","546679","","2009-02-13 16:34:07","","6","5510","<p>I've been thinking about the web app I'm about to begin developing and wondering whether my usual approach could be improved.</p>

<p>In my last few apps I've created a table (see below) of roles (such as <code>CREATE POST</code>, <code>EDIT POST</code> etc.) which each have a bitfield applied to them so I can simply assign a user certain rights in registration and check them later on (e.g. <code>$user-&gt;hasRight(CREATE_POST)</code>).</p>

<p>I'm wondering if there's a better approach to this. It's certainly confusing when the rights aren't specifically linked to the user (I could have a table where each right is a boolean column but that only sounds like a small improvement) - and what happens if I change some around?</p>

<p>I'm not looking to use standard libraries (the app itself is a learning experience for me: using postgresql, git etc.) although I'm perfectly happy to take inspiration from them to construct my own - so if there's something special you think I should take a look at please say so :)</p>
","2025","Ross","","","","2009-06-19 19:29:00","How should I be implementing my ACL in a web application?","<php><acl><access-control><rights-management>","5","1","3","2017-07-29 14:14:05",""
"688165","1","","","2009-03-27 01:17:55","","9","5510","<p>I'm looking for a cross-platform video capture library, for webcam access. One that wraps V4L/V4L2 on Linux, DirectShow on Windows, and QuickTime on the Mac.</p>

<p>C or C++ is preferred, but I can work in Java or Python if those have better options for libraries.</p>
","13894","Branan","24231","","2009-11-03 14:33:50","2014-12-31 14:34:30","Cross-Platform webcam access","<cross-platform><directshow><quicktime><video-capture><video4linux>","4","0","4","2015-01-14 14:13:49",""
"126999","1","","","2008-09-24 13:05:14","","3","5510","<p>When writing j2me applications for cellphones, using <code>System.out.println()</code> prints on the console if using an emulator. However, when the code is deployed on a cellphone, where does the console output go?</p>

<p>If it is impossible to see this in the untethered cellphone, is there a way to see it if the cellphone is still connected to the deploying PC [via USB] ?</p>
","20386","Animesh","1000551","","2017-08-18 10:32:55","2017-08-18 10:32:55","How to read console output in j2me cellphones? Where does System.out.println() go?","<java><mobile><java-me><system.out>","8","0","","",""
